,Approved_Flag_P1,Approved_Flag_P4,num_std_12mts,num_std,num_std_6mts,pct_PL_enq_L6m_of_ever,pct_PL_enq_L6m_of_L12m,pct_tl_open_L12M,AGE
51293,0,0,0,0,0,0.0,0.0,0.0,41
28499,1,0,0,0,0,0.0,0.0,0.111,30
18820,0,0,7,7,7,0.0,0.0,0.25,28
45932,0,0,4,18,2,0.0,0.0,0.0,28
19040,0,0,0,0,0,1.0,1.0,0.5,53
42608,0,1,0,0,0,1.0,1.0,0.0,29
42148,1,0,15,60,5,0.0,0.0,0.0,50
41640,0,0,2,3,0,0.0,0.0,0.0,23
16592,0,1,1,1,1,0.2,0.286,0.742,21
26533,0,1,0,0,0,1.0,1.0,0.0,39
8588,0,0,0,0,0,0.0,0.0,1.0,29
24341,0,1,0,0,0,0.5,1.0,0.4,28
23135,0,0,0,29,0,0.0,0.0,0.0,49
47841,0,0,0,0,0,0.0,0.0,0.062,43
18796,0,0,9,20,3,0.0,0.0,0.429,49
1083,0,1,0,0,0,1.0,1.0,1.0,38
48863,0,0,0,0,0,0.0,0.0,0.0,55
10180,0,0,0,0,0,1.0,1.0,1.0,39
23592,0,0,0,0,0,0.0,0.0,0.5,39
12302,1,0,18,33,4,0.0,0.0,0.333,46
6944,1,0,26,100,10,0.333,1.0,0.143,30
46615,0,0,0,0,0,1.0,1.0,1.0,21
37971,0,0,0,0,0,1.0,1.0,0.417,33
42659,0,0,0,2,0,0.75,1.0,0.7,28
23320,0,0,0,0,0,0.0,0.0,1.0,35
28765,0,0,0,0,0,0.0,0.0,0.0,41
6845,0,0,0,0,0,0.0,0.0,1.0,28
2288,1,0,22,62,12,1.0,1.0,0.143,53
1595,0,1,0,0,0,0.0,0.0,0.5,37
40193,0,0,1,1,1,0.0,0.0,0.333,29
34138,0,0,0,0,0,0.0,0.0,0.333,32
14979,0,0,11,17,5,0.0,0.0,0.0,37
43139,0,1,0,0,0,0.75,0.75,1.0,26
29876,0,0,0,0,0,0.0,0.0,0.222,30
44919,0,0,0,0,0,0.0,0.0,0.8,43
23642,0,0,0,0,0,0.0,0.0,0.333,38
41809,0,0,20,58,10,0.0,0.0,0.159,55
42430,0,0,10,12,4,0.0,0.0,0.0,25
31424,0,0,0,0,0,0.0,0.0,0.8,25
9033,0,0,0,0,0,0.0,0.0,1.0,21
40786,0,0,0,0,0,0.0,0.0,0.8,22
12462,0,0,0,0,0,0.0,0.0,1.0,39
15430,1,0,5,11,3,0.0,0.0,0.167,57
19745,0,0,0,0,0,0.0,0.0,0.0,33
35619,0,0,19,34,10,1.0,1.0,0.143,31
25681,0,0,0,0,0,1.0,1.0,1.0,24
37060,0,0,0,0,0,0.0,0.0,1.0,21
9773,0,0,0,0,0,0.0,0.0,0.0,21
35541,0,0,0,0,0,0.0,0.0,0.0,28
7437,1,0,21,78,13,0.0,0.0,0.188,40
34270,1,0,25,59,8,0.0,0.0,0.0,59
26968,0,0,0,0,0,0.0,0.0,1.0,23
16866,0,0,0,0,0,0.0,0.0,0.0,31
14476,0,0,0,0,0,0.0,0.0,0.0,50
7914,0,0,0,0,0,0.0,0.0,1.0,33
8964,0,0,0,0,0,0.0,0.0,1.0,43
25585,0,0,0,0,0,0.0,0.0,0.0,25
49354,0,0,0,0,0,0.0,0.0,0.0,28
14964,1,0,4,23,2,0.0,0.0,0.065,38
15091,0,0,0,0,0,0.25,0.333,0.5,28
14468,0,1,0,0,0,1.0,1.0,0.0,38
5391,0,0,6,29,0,0.0,0.0,0.0,47
44954,0,0,0,0,0,0.0,0.0,0.0,30
35975,0,0,13,13,10,0.0,0.0,0.5,29
14637,0,0,0,0,0,0.0,0.0,0.5,35
24225,0,0,0,0,0,0.0,0.0,1.0,28
30252,0,1,0,0,0,0.0,0.0,0.667,27
41748,0,0,10,26,4,0.0,0.0,0.0,33
41670,0,0,8,13,5,0.0,0.0,0.333,38
43958,0,0,10,10,4,0.0,0.0,0.333,52
44018,0,0,10,15,4,0.0,0.0,0.667,40
22158,0,0,0,0,0,0.0,0.0,0.0,40
11959,0,0,12,31,5,0.0,0.0,0.375,37
9657,0,0,0,0,0,0.0,0.0,0.667,28
41564,0,1,0,0,0,1.0,1.0,0.714,34
17830,0,0,0,0,0,0.0,0.0,1.0,28
11654,0,0,0,0,0,0.5,0.5,0.714,29
18616,0,0,0,0,0,0.0,0.0,0.0,36
13165,0,0,0,0,0,0.0,0.0,0.0,37
40750,0,0,18,42,1,0.0,0.0,0.25,28
7097,0,0,0,0,0,0.0,0.0,0.0,34
36070,0,0,0,0,0,0.0,0.0,0.0,44
28233,0,0,0,0,0,0.0,0.0,0.0,38
48420,1,0,8,8,4,0.0,0.0,0.0,42
51039,0,0,0,0,0,1.0,1.0,0.5,31
48872,1,0,18,31,6,0.0,0.0,0.0,57
37630,0,0,3,8,3,0.0,0.0,0.25,32
39564,1,0,13,84,7,0.0,0.0,0.1,29
26878,0,0,0,0,0,0.0,0.0,0.667,26
43534,0,1,0,0,0,1.0,1.0,1.0,27
15973,0,1,0,0,0,0.0,0.0,0.667,48
32893,0,0,0,0,0,0.667,1.0,0.5,42
15874,0,0,0,0,0,0.0,0.0,0.0,35
49022,0,0,4,8,4,0.6,0.6,0.4,42
34306,0,1,0,13,0,0.0,0.0,0.0,36
35889,0,0,0,0,0,0.0,0.0,1.0,32
3207,0,1,0,0,0,1.0,1.0,0.667,35
18703,1,0,0,0,0,0.0,0.0,0.0,37
6353,0,1,0,0,0,1.0,1.0,0.25,26
36961,0,0,3,7,3,0.0,0.0,0.5,23
40762,0,1,0,0,0,1.0,1.0,1.0,22
21543,0,0,0,0,0,0.0,0.0,0.5,38
47463,0,0,3,3,3,0.0,0.0,1.0,23
19720,0,0,0,0,0,1.0,1.0,1.0,31
19125,0,0,0,0,0,0.0,0.0,1.0,22
26383,0,0,0,0,0,0.0,0.0,0.0,23
29064,0,0,0,0,0,0.0,0.0,1.0,27
49347,0,1,0,0,0,1.0,1.0,1.0,25
10056,0,0,0,0,0,0.0,0.0,0.0,22
41485,0,1,0,8,0,1.0,1.0,0.75,28
30613,0,1,0,0,0,0.5,0.667,1.0,30
47907,0,0,10,16,4,0.6,0.6,0.5,50
48661,0,0,15,15,10,0.0,0.0,0.667,32
15808,0,0,0,0,0,0.0,0.0,1.0,22
27138,1,0,0,0,0,0.0,0.0,0.143,38
18780,0,0,0,0,0,0.0,0.0,1.0,32
7731,1,0,5,78,0,0.0,0.0,0.222,58
10957,0,0,0,0,0,0.0,0.0,1.0,25
7604,0,0,10,33,4,0.0,0.0,0.0,53
18241,0,0,0,0,0,0.0,0.0,0.0,23
37188,0,1,0,0,0,0.0,0.0,0.0,42
3399,0,0,1,12,0,0.0,0.0,0.0,24
9912,0,0,0,0,0,0.0,0.0,0.25,30
5834,0,0,0,0,0,1.0,1.0,1.0,62
23148,1,0,0,0,0,0.0,0.0,0.333,30
12111,0,0,0,0,0,0.0,0.0,0.333,26
12973,0,0,0,0,0,0.0,0.0,0.0,28
4607,0,0,0,0,0,0.0,0.0,0.636,50
40336,0,1,0,0,0,1.0,1.0,1.0,22
47049,0,0,0,0,0,0.429,0.6,0.3,36
21948,0,1,0,0,0,1.0,1.0,0.5,24
33878,0,0,1,1,1,1.0,1.0,0.455,29
19598,0,0,0,0,0,0.0,0.0,1.0,27
29618,0,0,10,21,4,1.0,1.0,0.875,34
13038,0,0,0,0,0,0.0,0.0,0.667,26
8148,1,0,11,42,5,0.0,0.0,0.222,48
26954,0,0,0,0,0,0.0,0.0,0.5,39
31307,0,0,4,4,4,0.0,0.0,1.0,42
11431,0,0,0,0,0,0.0,0.0,1.0,41
50430,1,0,43,89,17,0.0,0.0,0.667,36
50606,0,0,0,0,0,0.0,0.0,0.5,31
12499,0,0,0,0,0,0.0,0.0,0.0,51
17480,0,1,0,0,0,1.0,1.0,0.0,34
39950,0,0,0,0,0,0.0,0.0,1.0,23
13052,0,0,9,54,0,0.0,0.0,0.167,36
6520,0,0,6,6,3,0.0,0.0,1.0,28
46279,0,1,2,3,0,0.55,0.647,0.444,27
26057,0,0,0,0,0,0.0,0.0,1.0,32
3181,0,0,0,0,0,0.0,0.0,0.0,36
40413,0,0,0,0,0,0.0,0.0,0.0,23
2143,0,0,0,0,0,0.0,0.0,0.0,24
36563,0,0,0,0,0,0.0,0.0,0.0,21
39726,0,0,0,0,0,0.0,0.0,0.833,50
4281,0,0,0,0,0,0.333,0.333,0.857,25
42412,0,0,11,24,5,0.333,0.333,0.5,31
36329,0,0,0,0,0,0.0,0.0,0.0,34
43141,1,0,0,0,0,0.0,0.0,0.25,39
6227,1,0,31,82,15,0.0,0.0,0.133,46
45918,0,0,12,29,5,0.0,0.0,0.25,25
3894,0,0,0,9,0,0.0,0.0,0.5,31
32318,0,0,18,25,11,0.0,0.0,0.6,28
3616,0,0,0,1,0,0.0,0.0,0.0,30
50641,0,0,6,11,4,0.0,0.0,0.5,24
19925,0,1,0,0,0,1.0,1.0,1.0,32
26518,1,0,27,81,18,0.0,0.0,0.364,32
28199,0,0,0,3,0,0.0,0.0,0.2,38
1743,0,0,4,4,4,0.0,0.0,1.0,40
50421,0,0,0,0,0,0.0,0.0,1.0,43
12735,0,0,1,1,1,0.833,1.0,1.0,32
15441,0,0,0,0,0,0.0,0.0,0.0,32
40357,0,0,10,10,5,0.0,0.0,1.0,40
25591,0,0,1,1,1,0.5,0.5,1.0,21
4950,0,0,0,0,0,0.0,0.0,1.0,22
25896,0,0,0,0,0,1.0,1.0,0.0,43
37553,0,1,0,0,0,0.5,0.5,1.0,27
35431,0,0,8,13,2,0.0,0.0,0.0,25
50865,0,0,0,0,0,0.0,0.0,0.25,26
2039,1,0,49,204,25,0.0,0.0,0.286,50
18128,0,1,0,0,0,0.714,1.0,1.0,37
13239,0,0,0,0,0,0.0,0.0,1.0,22
10519,0,0,0,0,0,0.0,0.0,0.0,31
25746,0,0,0,3,0,0.0,0.0,0.333,23
21629,0,0,0,0,0,0.0,0.0,1.0,33
47458,0,0,11,35,5,0.0,0.0,0.0,50
45744,1,0,2,14,0,0.25,0.5,0.25,33
46077,0,0,13,22,7,0.0,0.0,0.667,25
36934,0,0,0,0,0,0.0,0.0,0.0,24
37283,1,0,40,83,16,0.75,0.75,0.333,26
27834,0,0,0,11,0,0.0,0.0,0.0,31
13530,0,0,14,59,2,0.333,1.0,0.286,53
3501,0,0,0,0,0,0.0,0.0,1.0,39
47112,0,0,2,2,2,0.2,1.0,0.0,31
47131,0,0,3,25,0,0.0,0.0,0.0,34
16272,0,0,0,0,0,0.0,0.0,0.0,46
26409,0,0,0,0,0,0.0,0.0,1.0,29
19526,0,0,5,5,5,0.0,0.0,1.0,29
32949,0,1,0,0,0,0.0,0.0,0.667,26
5217,0,0,0,0,0,0.0,0.0,1.0,37
12164,0,0,0,0,0,0.0,0.0,0.0,28
6763,0,0,10,16,4,0.0,0.0,0.5,28
45668,0,0,0,0,0,1.0,1.0,0.8,43
50062,0,0,12,35,6,0.5,1.0,0.333,45
28877,0,0,20,65,8,0.0,0.0,0.0,34
6582,1,0,10,34,4,0.0,0.0,0.0,29
41398,0,0,0,0,0,0.0,0.0,1.0,34
224,0,0,8,25,3,0.0,0.0,0.0,48
35377,0,1,0,0,0,0.0,0.0,0.0,26
28434,0,0,0,0,0,0.0,0.0,0.111,44
21521,0,0,0,0,0,1.0,1.0,1.0,32
32843,0,1,0,1,0,1.0,1.0,0.167,43
21065,0,0,0,0,0,0.0,0.0,0.625,33
10641,0,0,0,0,0,0.0,0.0,0.0,33
16291,0,0,0,0,0,1.0,1.0,0.024,32
48739,0,0,0,0,0,0.0,0.0,0.2,25
21293,0,0,0,0,0,0.0,0.0,0.8,33
11452,0,1,0,0,0,1.0,1.0,1.0,23
48030,0,1,0,0,0,0.0,0.0,1.0,24
25014,0,0,5,5,3,0.0,0.0,0.0,34
27953,0,0,0,0,0,0.0,0.0,1.0,23
47759,0,0,0,0,0,0.0,0.0,1.0,35
24171,0,0,0,0,0,0.0,0.0,1.0,21
168,1,0,5,23,3,0.0,0.0,0.143,64
49684,0,1,0,0,0,1.0,1.0,0.0,43
39793,0,0,3,3,3,0.0,0.0,0.286,24
27524,0,0,1,1,1,0.0,0.0,0.667,43
38400,0,0,36,158,11,1.0,1.0,0.103,51
36149,0,0,0,7,0,0.0,0.0,0.667,32
25775,0,0,0,0,0,0.0,0.0,0.333,29
32313,0,0,0,0,0,0.0,0.0,1.0,24
4696,0,0,0,0,0,0.667,0.667,0.857,36
39818,0,0,0,0,0,0.0,0.0,0.5,29
11453,0,0,9,9,5,0.0,0.0,1.0,21
43203,0,0,0,0,0,0.0,0.0,0.5,36
19518,0,0,20,68,8,1.0,1.0,0.2,28
25257,0,0,11,36,5,0.0,0.0,0.0,40
18007,1,0,10,26,4,0.0,0.0,0.0,36
36402,0,0,0,0,0,0.0,0.0,1.0,28
22943,0,0,0,0,0,1.0,1.0,1.0,31
48256,0,0,0,0,0,0.0,0.0,1.0,34
15866,0,0,0,0,0,0.0,0.0,0.0,28
37962,0,0,0,0,0,0.0,0.0,0.333,26
35664,0,0,0,2,0,0.0,0.0,0.5,31
6091,0,1,0,0,0,1.0,1.0,0.667,44
36596,0,0,7,30,1,0.0,0.0,0.0,32
34078,0,0,7,15,1,0.0,0.0,0.0,26
39151,1,0,21,54,9,0.0,0.0,0.143,47
9575,0,0,0,0,0,0.0,0.0,0.0,32
34658,0,0,0,0,0,0.0,0.0,1.0,28
45818,0,0,0,0,0,1.0,1.0,0.333,46
7344,1,0,24,91,17,0.0,0.0,0.156,34
50645,0,0,9,9,3,0.0,0.0,0.0,25
7636,1,0,10,33,4,0.0,0.0,0.333,56
28474,0,0,24,50,12,0.0,0.0,0.333,57
21819,0,0,0,0,0,0.0,0.0,0.083,24
41109,0,1,1,1,1,0.25,0.833,0.688,24
32999,0,0,3,3,3,0.0,0.0,1.0,41
15745,0,0,3,3,3,0.0,0.0,1.0,63
37646,0,0,0,0,0,1.0,1.0,1.0,31
23066,1,0,11,16,5,0.0,0.0,0.045,38
47092,0,0,0,0,0,0.0,0.0,1.0,37
25035,0,0,0,4,0,1.0,1.0,0.5,23
10194,1,0,13,58,4,0.0,0.0,0.0,48
49329,1,0,0,21,0,0.0,0.0,0.0,50
44279,0,1,0,0,0,0.667,0.667,1.0,27
1665,0,0,0,0,0,0.0,0.0,0.0,25
34308,0,0,0,19,0,0.5,1.0,0.067,28
4371,0,0,0,0,0,0.0,0.0,0.0,35
43988,0,0,11,12,5,0.5,0.5,0.5,24
39921,1,0,21,50,9,0.0,0.0,0.2,50
13684,0,0,0,2,0,0.0,0.0,0.0,37
48321,0,0,5,34,0,0.0,0.0,0.0,27
42259,0,0,0,0,0,0.0,0.0,1.0,23
34048,0,0,8,53,2,0.0,0.0,0.0,35
39596,0,0,0,0,0,0.0,0.0,0.0,37
759,0,0,0,1,0,0.0,0.0,0.143,54
28636,0,0,0,0,0,1.0,1.0,0.6,30
31451,0,0,0,0,0,0.0,0.0,1.0,33
35881,0,0,0,0,0,0.0,0.0,0.0,25
17585,0,0,1,25,0,0.0,0.0,0.0,33
33907,1,0,44,66,20,0.0,0.0,0.0,56
4284,0,1,0,0,0,0.0,0.0,0.667,28
27711,0,1,0,0,0,0.0,0.0,0.0,23
46229,0,0,0,10,0,0.0,0.0,0.4,33
33931,0,0,12,25,6,0.0,0.0,0.4,40
22817,0,0,10,22,5,0.0,0.0,0.5,23
37996,1,0,3,26,0,0.0,0.0,0.0,31
26989,0,0,0,4,0,0.0,0.0,0.0,35
19046,0,1,0,0,0,0.0,0.0,1.0,22
12675,0,0,0,0,0,0.0,0.0,0.333,33
33466,0,0,0,0,0,0.0,0.0,1.0,26
1978,0,0,0,0,0,0.0,0.0,1.0,23
29966,0,0,3,3,3,1.0,1.0,1.0,23
35746,0,0,3,3,3,0.0,0.0,0.25,44
955,0,0,9,80,3,0.0,0.0,0.0,29
11456,0,0,12,18,6,0.25,0.667,0.429,35
18721,0,1,0,0,0,1.0,1.0,0.0,28
227,0,0,0,0,0,0.0,0.0,0.5,25
35810,0,0,10,15,4,0.0,0.0,0.0,31
43734,0,0,0,0,0,0.0,0.0,0.0,30
33831,0,0,0,0,0,0.0,0.0,0.5,33
47480,0,1,0,0,0,0.0,0.0,1.0,22
26522,0,0,0,1,0,0.0,0.0,0.0,23
24361,0,0,11,15,5,0.0,0.0,0.067,45
26516,1,0,0,0,0,0.0,0.0,0.0,37
4317,0,0,0,0,0,0.0,0.0,0.0,29
18912,0,0,0,0,0,0.0,0.0,1.0,24
2420,0,0,0,0,0,1.0,1.0,1.0,23
31764,0,0,0,0,0,0.0,0.0,1.0,34
31247,0,0,0,21,0,0.0,0.0,0.0,44
29019,0,0,10,18,4,0.0,0.0,0.5,42
12368,1,0,0,0,0,0.0,0.0,0.0,44
50125,0,0,7,7,4,0.0,0.0,0.0,34
31882,0,1,0,0,0,1.0,1.0,1.0,27
44211,0,0,9,21,3,0.0,0.0,0.5,33
4452,0,0,0,0,0,1.0,1.0,0.5,34
34405,0,0,0,0,0,0.0,0.0,0.5,44
29242,1,0,8,32,2,0.0,0.0,0.0,36
46324,0,1,0,0,0,1.0,1.0,0.667,31
38647,0,0,0,0,0,0.0,0.0,1.0,34
1075,0,0,1,1,1,1.0,1.0,1.0,23
17188,0,0,0,0,0,0.0,0.0,0.8,44
16099,0,0,0,0,0,0.0,0.0,1.0,23
50366,0,1,0,0,0,1.0,1.0,1.0,22
31837,0,0,0,0,0,0.0,0.0,1.0,31
39576,0,0,0,0,0,1.0,1.0,1.0,27
25973,0,0,0,0,0,0.0,0.0,0.0,23
5312,0,0,0,0,0,0.0,0.0,1.0,21
33493,0,0,9,9,5,0.0,0.0,0.5,46
34564,0,0,21,72,10,0.0,0.0,0.25,47
11051,0,0,0,0,0,0.0,0.0,0.333,41
15432,0,0,0,0,0,0.0,0.0,0.0,45
48666,1,0,0,0,0,0.0,0.0,0.375,41
9028,0,1,0,0,0,1.0,1.0,0.5,25
26161,0,0,9,34,4,0.0,0.0,0.25,39
39533,0,0,0,6,0,0.0,0.0,0.0,25
836,0,0,0,0,0,0.333,1.0,0.125,52
16037,0,0,0,0,0,0.0,0.0,0.0,32
23138,0,0,11,29,5,0.0,0.0,0.444,31
19757,0,0,0,7,0,0.0,0.0,0.0,30
4734,0,0,0,0,0,0.0,0.0,0.156,40
38766,1,0,33,42,17,0.0,0.0,0.5,59
30842,0,0,0,0,0,0.333,0.333,0.429,24
10212,0,0,18,18,13,0.667,0.667,0.875,49
43419,0,0,0,0,0,1.0,1.0,1.0,26
31084,0,0,0,0,0,0.0,0.0,0.333,24
41972,0,0,0,0,0,0.0,0.0,1.0,26
25195,0,0,0,0,0,0.0,0.0,1.0,26
46275,0,0,1,25,0,0.25,1.0,0.0,36
43192,0,0,0,0,0,0.0,0.0,0.0,42
19300,0,0,0,0,0,0.0,0.0,0.0,26
42522,1,0,10,11,4,0.0,0.0,0.0,27
29524,0,0,0,0,0,0.4,1.0,0.375,28
26099,0,0,0,8,0,0.0,0.0,0.0,31
17495,0,0,7,7,2,0.0,0.0,1.0,24
33985,1,0,20,54,8,0.0,0.0,0.25,43
49363,0,0,0,0,0,0.0,0.0,0.333,36
34104,0,1,0,0,0,0.778,1.0,1.0,35
21472,0,0,0,0,0,1.0,1.0,0.0,28
24631,0,0,0,0,0,0.0,0.0,0.667,37
10624,0,0,0,0,0,0.0,0.0,0.0,36
31263,0,0,0,0,0,0.0,0.0,1.0,21
39302,0,1,10,34,4,1.0,1.0,0.8,32
17383,0,0,0,0,0,0.0,0.0,0.0,28
31441,0,0,0,21,0,1.0,1.0,0.5,26
31849,1,0,18,59,6,0.0,0.0,0.222,38
8638,0,0,25,66,9,0.0,0.0,0.25,39
28498,0,0,1,2,0,0.0,0.0,0.0,38
234,0,0,0,0,0,0.0,0.0,0.4,37
33640,0,0,7,25,1,0.0,0.0,0.0,30
33775,0,0,2,16,2,1.0,1.0,0.5,50
3721,0,0,0,0,0,0.0,0.0,0.333,45
45565,0,0,0,0,0,0.0,0.0,0.0,24
51019,1,0,21,34,13,0.0,0.0,0.043,59
1394,0,0,3,3,3,0.333,0.333,1.0,24
4715,1,0,11,39,5,0.0,0.0,0.167,45
28678,1,0,14,14,12,1.0,1.0,0.571,48
48189,0,0,0,0,0,0.0,0.0,0.0,37
44714,0,0,0,0,0,0.0,0.0,1.0,32
5120,0,0,0,0,0,0.0,0.0,1.0,26
10555,0,0,0,2,0,0.0,0.0,0.0,23
26817,0,0,0,0,0,0.0,0.0,0.0,37
25094,0,1,0,0,0,1.0,1.0,1.0,27
51187,0,1,0,0,0,1.0,1.0,0.222,29
49348,0,0,0,0,0,0.0,0.0,0.167,26
40959,0,0,0,0,0,0.0,0.0,0.0,46
44390,0,1,0,0,0,0.0,0.0,0.0,30
35260,0,0,0,0,0,0.0,0.0,0.0,34
6602,0,0,0,0,0,0.0,0.0,0.0,54
35753,1,0,0,0,0,0.0,0.0,0.25,35
32613,0,0,0,0,0,1.0,1.0,0.5,24
7445,0,0,10,12,5,0.0,0.0,0.0,21
15778,0,0,0,0,0,0.0,0.0,0.5,31
26730,0,0,0,0,0,0.0,0.0,0.5,50
9309,0,0,0,0,0,0.0,0.0,0.0,35
28681,0,0,0,0,0,0.0,0.0,0.167,30
23003,0,1,0,0,0,1.0,1.0,0.667,37
47207,1,0,0,0,0,0.0,0.0,0.25,34
46235,0,0,10,26,7,0.0,0.0,0.5,27
635,0,0,6,6,0,1.0,1.0,1.0,27
20428,0,0,0,0,0,1.0,1.0,1.0,21
28630,0,0,0,0,0,0.0,0.0,0.333,23
47495,0,0,0,0,0,0.0,0.0,0.0,24
32044,0,0,0,0,0,0.0,0.0,0.0,45
21437,0,0,0,0,0,0.0,0.0,0.0,46
36680,0,1,0,0,0,1.0,1.0,1.0,34
6495,0,0,0,0,0,1.0,1.0,1.0,25
23891,0,0,0,0,0,0.0,0.0,0.0,56
46834,0,0,0,2,0,0.333,0.333,0.0,40
25246,0,0,0,13,0,0.0,0.0,0.75,26
37926,0,0,0,0,0,0.0,0.0,0.0,25
25540,0,0,0,11,0,0.0,0.0,0.167,35
36003,0,1,0,0,0,0.0,0.0,1.0,22
529,0,0,0,0,0,0.0,0.0,1.0,49
34191,0,0,0,0,0,1.0,1.0,0.0,45
29018,1,0,0,0,0,0.0,0.0,0.4,35
42326,0,0,0,0,0,0.0,0.0,1.0,28
18317,0,0,0,0,0,0.0,0.0,0.8,24
16385,0,0,15,15,9,0.0,0.0,1.0,34
34852,0,0,4,12,2,0.0,0.0,0.222,60
34867,0,0,0,0,0,0.0,0.0,1.0,37
33256,0,0,0,0,0,0.0,0.0,0.333,27
24838,0,0,0,0,0,0.0,0.0,1.0,29
30367,0,0,8,15,2,1.0,1.0,0.667,38
22355,1,0,11,21,5,0.0,0.0,0.0,43
37457,0,0,0,0,0,1.0,1.0,1.0,41
49406,0,0,0,0,0,0.0,0.0,0.125,25
30602,0,0,0,0,0,0.0,0.0,0.5,28
27995,0,0,0,0,0,0.0,0.0,0.333,41
44304,0,0,0,0,0,0.0,0.0,1.0,33
41946,0,1,0,0,0,1.0,1.0,0.0,28
45312,0,0,0,0,0,1.0,1.0,0.5,35
43703,0,0,0,26,0,0.0,0.0,0.2,33
10168,1,0,29,99,11,0.0,0.0,0.143,41
49240,0,0,0,0,0,0.5,1.0,0.667,27
11909,0,0,4,4,4,1.0,1.0,0.222,36
48741,0,0,0,0,0,0.667,0.667,0.692,30
30785,0,0,0,0,0,0.0,0.0,0.667,29
24873,0,0,0,0,0,0.0,0.0,1.0,36
21432,0,0,11,34,5,0.0,0.0,0.0,30
48483,0,0,8,31,2,0.0,0.0,0.0,27
6918,0,1,1,1,1,0.111,0.2,0.375,34
39215,0,0,0,0,0,0.0,0.0,0.0,56
43384,0,1,0,0,0,0.25,1.0,0.316,30
42458,0,0,4,41,0,0.0,0.0,0.0,27
46157,1,0,0,0,0,0.0,0.0,0.0,36
41241,0,0,0,5,0,1.0,1.0,0.0,38
6785,0,0,0,0,0,0.0,0.0,1.0,35
44100,0,0,0,3,0,0.0,0.0,0.4,34
50552,0,0,0,0,0,0.0,0.0,0.0,43
24679,0,0,0,0,0,0.0,0.0,0.333,33
27087,0,0,0,0,0,0.0,0.0,0.0,28
48325,1,0,29,91,10,0.0,0.0,0.053,29
21338,0,0,0,0,0,0.0,0.0,0.0,33
42119,0,0,12,47,7,0.0,0.0,0.083,38
9749,0,0,0,0,0,0.0,0.0,0.0,58
29207,0,0,0,0,0,0.0,0.0,0.0,36
18406,0,0,0,0,0,0.0,0.0,1.0,23
43248,0,0,0,5,0,0.0,0.0,0.0,35
828,0,0,10,32,4,0.0,0.0,0.5,26
45725,1,0,54,160,25,0.0,0.0,0.2,50
26801,1,0,13,14,9,0.0,0.0,0.2,52
50671,0,0,0,2,0,0.0,0.0,0.25,47
36213,0,1,0,0,0,1.0,1.0,1.0,54
43277,0,0,0,17,0,0.0,0.0,0.0,33
31988,0,0,0,0,0,1.0,1.0,0.462,32
41557,0,0,0,0,0,0.0,0.0,0.167,40
4542,1,0,1,1,1,0.0,0.0,0.06,33
7153,0,0,1,6,0,0.75,1.0,0.625,27
16586,0,0,0,0,0,0.0,0.0,0.4,31
26207,0,1,2,2,2,0.628,0.711,1.0,41
5593,0,0,0,0,0,0.0,0.0,0.0,35
6919,0,0,0,0,0,0.0,0.0,0.667,23
45224,0,0,0,0,0,0.0,0.0,0.615,33
18818,0,0,0,0,0,1.0,1.0,0.333,32
11956,0,0,0,0,0,0.0,0.0,0.0,41
29457,1,0,9,27,3,0.0,0.0,0.143,37
23775,0,0,7,43,1,0.0,0.0,0.2,38
23169,0,0,9,18,3,0.0,0.0,0.0,36
27317,0,0,0,0,0,0.0,0.0,1.0,24
18214,0,0,0,1,0,0.0,0.0,0.0,31
6335,0,0,0,0,0,0.333,0.333,1.0,25
21005,0,0,0,14,0,0.0,0.0,0.0,48
45979,0,0,0,0,0,0.25,0.5,0.5,31
6357,0,0,3,23,1,0.0,0.0,0.667,28
22521,0,0,0,0,0,0.0,0.0,0.429,33
11006,0,1,0,0,0,0.5,0.5,1.0,32
18934,0,1,0,0,0,0.0,0.0,0.0,35
50710,0,0,0,0,0,0.0,0.0,0.0,36
48431,0,0,7,18,4,0.0,0.0,0.0,33
45827,0,0,0,0,0,0.0,0.0,0.0,42
14331,1,0,5,17,2,0.0,0.0,0.0,47
7716,0,0,0,0,0,0.0,0.0,0.8,33
19750,0,0,2,2,2,1.0,1.0,1.0,23
41465,0,0,0,0,0,0.0,0.0,0.333,27
46001,1,0,0,0,0,0.0,0.0,0.0,46
36186,1,0,1,1,1,0.0,0.0,0.4,37
20233,1,0,6,63,0,0.0,0.0,0.0,48
35781,0,0,0,0,0,0.0,0.0,0.0,35
27165,0,0,0,0,0,0.0,0.0,0.0,42
21485,0,0,0,0,0,0.0,0.0,1.0,25
35449,0,0,2,4,0,0.0,0.0,0.0,32
43284,0,0,0,0,0,1.0,1.0,0.0,41
24144,0,1,0,0,0,0.5,1.0,0.667,26
50124,0,0,0,0,0,1.0,1.0,0.5,57
19057,0,0,0,0,0,0.0,0.0,1.0,22
39457,0,0,0,0,0,1.0,1.0,0.588,27
47549,1,0,3,43,0,0.0,0.0,0.4,29
26358,0,0,0,0,0,0.0,0.0,0.647,28
35456,0,0,0,5,0,0.0,0.0,0.0,25
42041,0,0,0,0,0,0.0,0.0,0.0,27
23538,0,0,0,0,0,0.0,0.0,0.0,48
26528,0,0,0,0,0,1.0,1.0,0.6,42
34649,0,0,0,0,0,1.0,1.0,0.75,27
12394,0,0,0,0,0,0.0,0.0,0.0,35
49488,0,0,0,0,0,0.0,0.0,0.5,25
